iteration index, timestamp [ms], iterTime [ms], toggleTime [ms], motors_phase_time[iter], tfLuna distance [cm], tfLuna strength, tfLuna chip temperature [degC], mpu acceleration X [m/s^2], mpu acceleration Y [m/s^2], mpu acceleration Z [m/s^2], mpu rotation X [rad/s], mpu rotation Y (rad/s), mpu rotation Z [rad/s], mpu chip temprature [degC], VL53L0X 1 distance [mm], VL53L0X 2 distance [mm], VL53L0X 3 distance [mm]
906,85800,50,43,7,-1,-1,-1.00,0.26,0.34,10.34,-0.05,-0.04,-0.02,22.28,165,58,186

907,85850,50,43,7,-1,-1,-1.00,0.05,0.39,10.25,-0.07,-0.05,-0.01,22.28,173,54,187

908,85900,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.27,172,53,195

909,85950,50,43,7,-1,-1,-1.00,0.45,0.38,10.40,-0.06,-0.03,-0.01,22.27,172,52,192

910,86000,50,43,7,-1,-1,-1.00,0.24,0.32,10.32,-0.05,-0.04,-0.02,22.28,168,54,184

911,86050,50,43,7,-1,-1,-1.00,0.23,0.37,10.34,-0.06,-0.04,-0.02,22.28,174,54,190

912,86100,50,43,7,-1,-1,-1.00,0.04,0.21,10.25,-0.05,-0.04,-0.03,22.28,170,57,190

913,86150,50,43,7,-1,-1,-1.00,0.20,0.49,10.45,-0.08,-0.05,-0.02,22.28,178,54,189

914,86200,50,43,7,-1,-1,-1.00,0.24,0.34,10.32,-0.05,-0.04,-0.02,22.27,168,54,187

915,86250,50,43,7,-1,-1,-1.00,0.03,0.38,10.28,-0.08,-0.05,-0.01,22.27,171,56,186

916,86300,50,43,7,-1,-1,-1.00,0.24,0.34,10.33,-0.05,-0.04,-0.02,22.27,170,52,191

917,86350,50,43,7,-1,-1,-1.00,0.00,0.42,10.44,-0.07,-0.06,-0.01,22.27,174,54,186

918,86400,50,43,7,-1,-1,-1.00,0.24,0.34,10.32,-0.05,-0.04,-0.02,22.27,168,59,194

919,86450,50,43,7,-1,-1,-1.00,0.18,0.35,10.40,-0.08,-0.05,-0.02,22.27,167,54,190

920,86500,50,43,7,-1,-1,-1.00,0.24,0.32,10.33,-0.05,-0.04,-0.02,22.27,168,57,192

921,86550,50,43,7,-1,-1,-1.00,0.05,0.37,10.27,-0.08,-0.05,-0.01,22.28,168,52,191

922,86600,50,43,7,-1,-1,-1.00,0.24,0.34,10.34,-0.05,-0.04,-0.02,22.27,162,56,193

923,86650,50,43,7,-1,-1,-1.00,0.10,0.34,10.47,-0.06,-0.04,-0.01,22.27,170,54,190

924,86700,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.05,-0.04,-0.02,22.29,171,56,192

925,86780,49,13,37,-1,-1,-1.00,0.23,0.35,10.29,-0.08,-0.05,-0.02,22.28,171,58,187

926,86800,49,42,8,-1,-1,-1.00,0.23,0.34,10.32,-0.05,-0.04,-0.02,22.28,165,55,187

927,86851,50,40,10,-1,-1,-1.00,0.22,0.36,10.32,-0.07,-0.05,-0.02,22.27,164,55,195

928,86899,50,42,8,-1,-1,-1.00,0.23,0.36,10.35,-0.06,-0.04,-0.02,22.28,171,52,191

929,86948,50,43,7,-1,-1,-1.00,0.21,0.32,10.33,-0.07,-0.05,-0.02,22.28,168,56,194

930,86998,50,43,7,-1,-1,-1.00,0.23,0.37,10.35,-0.06,-0.04,-0.02,22.28,169,53,190

931,87048,50,43,7,-1,-1,-1.00,-0.01,0.42,10.50,-0.06,-0.04,-0.01,22.28,176,58,189

932,87098,50,43,7,-1,-1,-1.00,0.21,0.32,10.30,-0.05,-0.04,-0.02,22.28,169,55,187

933,87148,50,43,7,-1,-1,-1.00,0.15,0.35,10.41,-0.08,-0.05,-0.02,22.28,170,57,192

934,87198,50,43,7,-1,-1,-1.00,0.24,0.34,10.35,-0.05,-0.04,-0.02,22.28,167,56,192

935,87248,50,43,7,-1,-1,-1.00,0.06,0.40,10.27,-0.07,-0.05,-0.02,22.28,176,51,193

936,87298,50,43,7,-1,-1,-1.00,0.25,0.35,10.33,-0.05,-0.04,-0.02,22.27,172,57,188

937,87348,50,43,7,-1,-1,-1.00,0.50,0.39,10.34,-0.06,-0.04,-0.01,22.27,164,55,190

938,87398,50,43,7,-1,-1,-1.00,0.24,0.32,10.32,-0.06,-0.04,-0.02,22.28,173,54,192

939,87448,50,43,7,-1,-1,-1.00,0.22,0.37,10.37,-0.06,-0.04,-0.03,22.28,170,54,183

940,87498,50,43,7,-1,-1,-1.00,0.06,0.26,10.29,-0.05,-0.04,-0.03,22.28,164,56,188

941,87548,50,43,7,-1,-1,-1.00,0.00,0.44,10.45,-0.08,-0.06,-0.01,22.28,167,56,193

942,87598,50,43,7,-1,-1,-1.00,0.24,0.34,10.32,-0.05,-0.04,-0.02,22.29,168,56,191

943,87648,50,43,7,-1,-1,-1.00,0.05,0.40,10.35,-0.08,-0.05,-0.01,22.29,172,54,195

944,87698,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.29,171,56,188

945,87748,50,43,7,-1,-1,-1.00,0.03,0.39,10.28,-0.08,-0.05,-0.01,22.29,177,54,190

946,87798,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.29,168,56,185

947,87848,50,43,7,-1,-1,-1.00,0.46,0.38,10.37,-0.06,-0.03,-0.01,22.29,174,56,189

948,87898,50,43,7,-1,-1,-1.00,0.24,0.33,10.31,-0.06,-0.04,-0.02,22.29,170,52,188

949,87948,50,43,7,-1,-1,-1.00,0.23,0.37,10.35,-0.06,-0.04,-0.02,22.29,175,51,187

950,87998,52,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.04,-0.04,-0.04,22.29,167,57,187

951,88051,50,42,8,-1,-1,-1.00,0.14,0.43,10.29,-0.08,-0.05,-0.02,22.27,167,52,185

952,88101,49,42,8,-1,-1,-1.00,0.24,0.37,10.36,-0.05,-0.04,-0.02,22.29,170,59,189

953,88151,50,41,9,-1,-1,-1.00,0.25,0.36,10.33,-0.06,-0.04,-0.03,22.29,166,54,191

954,88200,49,42,8,-1,-1,-1.00,0.25,0.33,10.31,-0.06,-0.04,-0.02,22.29,168,54,194

955,88249,49,42,8,-1,-1,-1.00,-0.02,0.40,10.50,-0.06,-0.05,-0.01,22.29,171,56,186

956,88297,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.05,-0.04,-0.02,22.29,174,54,184

957,88347,50,43,7,-1,-1,-1.00,0.16,0.39,10.41,-0.08,-0.05,-0.02,22.29,169,56,192

958,88397,50,43,7,-1,-1,-1.00,0.26,0.33,10.32,-0.05,-0.04,-0.02,22.29,169,50,196

959,88447,50,43,7,-1,-1,-1.00,0.23,0.50,10.36,-0.07,-0.04,-0.02,22.30,169,54,188

960,88497,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.29,170,58,190

961,88547,50,43,7,-1,-1,-1.00,0.16,0.40,10.43,-0.07,-0.05,-0.02,22.29,173,55,186

962,88597,50,43,7,-1,-1,-1.00,0.26,0.33,10.33,-0.05,-0.04,-0.02,22.29,167,52,189

963,88647,50,43,7,-1,-1,-1.00,0.07,0.43,10.29,-0.07,-0.04,-0.02,22.29,170,56,189

964,88697,50,43,7,-1,-1,-1.00,0.25,0.34,10.34,-0.05,-0.04,-0.02,22.28,168,54,195

965,88747,50,43,7,-1,-1,-1.00,0.04,0.38,10.26,-0.07,-0.05,-0.01,22.29,174,56,191

966,88797,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.28,167,56,191

967,88847,50,43,7,-1,-1,-1.00,0.22,0.38,10.35,-0.05,-0.04,-0.03,22.28,172,54,186

968,88897,50,43,7,-1,-1,-1.00,0.22,0.33,10.28,-0.06,-0.04,-0.02,22.28,167,53,190

969,88947,50,43,7,-1,-1,-1.00,0.16,0.45,10.46,-0.08,-0.05,-0.02,22.28,178,57,193

970,88997,50,43,7,-1,-1,-1.00,0.24,0.33,10.33,-0.05,-0.04,-0.02,22.29,168,56,187

971,89047,50,43,7,-1,-1,-1.00,0.03,0.39,10.26,-0.08,-0.05,-0.01,22.28,169,52,194

972,89097,50,43,7,-1,-1,-1.00,0.24,0.34,10.33,-0.05,-0.04,-0.02,22.29,168,54,182

973,89147,50,43,7,-1,-1,-1.00,0.59,0.51,10.39,-0.05,-0.04,-0.02,22.28,174,54,186

974,89197,50,43,7,-1,-1,-1.00,0.24,0.32,10.30,-0.06,-0.04,-0.02,22.27,170,56,190

975,89247,50,43,7,-1,-1,-1.00,0.08,0.43,10.30,-0.07,-0.04,-0.02,22.27,173,53,190

976,89297,50,43,7,-1,-1,-1.00,0.25,0.35,10.34,-0.05,-0.04,-0.02,22.27,166,54,186

977,89347,50,43,7,-1,-1,-1.00,0.06,0.41,10.27,-0.07,-0.04,-0.02,22.27,176,58,192

978,89427,49,13,37,-1,-1,-1.00,0.26,0.33,10.33,-0.05,-0.04,-0.02,22.29,170,54,186

979,89448,52,41,9,-1,-1,-1.00,0.21,0.30,10.30,-0.06,-0.04,-0.03,22.29,171,54,193

980,89498,50,43,7,-1,-1,-1.00,0.26,0.33,10.31,-0.07,-0.05,-0.03,22.28,169,55,186

981,89549,49,42,8,-1,-1,-1.00,0.22,0.39,10.37,-0.05,-0.04,-0.03,22.29,169,55,192

982,89597,50,43,7,-1,-1,-1.00,0.21,0.30,10.31,-0.05,-0.05,-0.04,22.29,166,54,192

983,89647,50,43,7,-1,-1,-1.00,0.04,0.40,10.30,-0.09,-0.05,-0.01,22.29,168,60,184

984,89697,50,43,7,-1,-1,-1.00,0.24,0.35,10.32,-0.05,-0.04,-0.02,22.29,168,58,190

985,89747,50,43,7,-1,-1,-1.00,0.32,0.36,10.35,-0.06,-0.04,-0.01,22.29,170,53,192

986,89797,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.29,169,57,188

987,89847,50,43,7,-1,-1,-1.00,0.03,0.40,10.53,-0.06,-0.05,-0.01,22.29,175,55,188

988,89897,50,43,7,-1,-1,-1.00,0.24,0.30,10.30,-0.05,-0.04,-0.02,22.29,163,55,190

989,89947,50,43,7,-1,-1,-1.00,0.15,0.41,10.44,-0.08,-0.05,-0.02,22.28,167,55,191

990,89997,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.27,169,54,195

991,90047,50,43,7,-1,-1,-1.00,0.26,0.49,10.36,-0.07,-0.04,-0.02,22.29,173,52,193

992,90097,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.29,171,53,194

993,90147,50,43,7,-1,-1,-1.00,0.16,0.38,10.43,-0.08,-0.05,-0.02,22.28,173,58,191

994,90197,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.28,169,53,190

995,90247,50,43,7,-1,-1,-1.00,0.26,0.51,10.36,-0.07,-0.04,-0.02,22.29,171,54,185

996,90297,50,43,7,-1,-1,-1.00,0.26,0.33,10.32,-0.05,-0.04,-0.02,22.28,162,51,191

997,90347,50,43,7,-1,-1,-1.00,0.18,0.43,10.43,-0.07,-0.04,-0.02,22.29,172,55,190

998,90397,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.29,167,54,190

999,90447,50,43,7,-1,-1,-1.00,0.10,0.35,10.49,-0.06,-0.04,-0.00,22.29,170,51,194

